Songs & Artist,Streams,Daily,Artist,Country
 ...Baby One More Time,918596165,850563.0,Britney Spears ,Canada
 SexyBack,918507271,631225.0,Justin Timberlake ,Canada
 Lean Wit Me,917327212,367786.0,Juice WRLD ,Canada
 Beauty And A Beat,916849686,823157.0,Justin Bieber ,Canada
 In My Blood,915986711,149268.0,Shawn Mendes ,Canada
 Temperature,914758043,860857.0,Sean Paul ,Canada
 Atlantis,914681516,790154.0,Seafret ,Canada
 I Write Sins Not Tragedies,913359538,276570.0,Panic! At The Disco ,Canada
 i like the way you kiss me,912453770,2435832.0,Artemas ,Canada
 Call on Me,912326907,132950.0,Ryan Riback ,Canada
 Criminal,911862593,225639.0,NATTI NATASHA ,Canada
 Boss Bitch,910137123,282590.0,Doja Cat ,Canada
 Bodak Yellow,909904864,150749.0,Cardi B ,Canada
 Use Somebody,909313565,615174.0,Kings of Leon ,Canada
 The Color Violet,909038882,1130232.0,Tory Lanez ,Canada
 Master of Puppets (Remastered),908490892,519306.0,Metallica ,Canada
 Love You Like A Love Song,908148224,613677.0,Selena Gomez & The Scene ,Canada
 Dilemma,908050912,488048.0,Nelly ,Canada
 Fluorescent Adolescent,907641209,491749.0,Arctic Monkeys ,Canada
 Pretty Girl,907440828,68951.0,Maggie Lindemann ,Canada
 Cupid (Twin Ver.),906320605,371444.0,FIFTY FIFTY ,Canada
 Perfect,905513676,548375.0,One Direction ,Canada
 Super Bass,904502193,531353.0,Nicki Minaj ,Canada
 I Want to Know What Love Is,904148760,578439.0,Foreigner ,Canada
 Footloose,904044300,386301.0,Kenny Loggins ,Canada
 Time After Time,903519068,659567.0,Cyndi Lauper ,Canada
 fukumean,903386431,998425.0,Gunna ,Canada
 Never Be the Same,902593201,336557.0,Camila Cabello ,Canada
 All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),900680667,532712.0,Taylor Swift ,Canada
 i'm so tired...,900259549,128240.0,Lauv ,Canada
 Down Under,899830768,843726.0,Men At Work ,Canada
 Beautiful Crazy,899762004,758871.0,Luke Combs ,Canada
 Diles,899731276,431950.0,Bad Bunny ,Canada
 Body Like A Back Road,899655008,217203.0,Sam Hunt ,Canada
 Are You Bored Yet?,899434956,584869.0,Wallows ,Canada
 Standing Next to You,897280368,2281080.0,Jung Kook ,Canada
 When It Rains It Pours,896527498,909290.0,Luke Combs ,Canada
 we can't be friends (wait for your love),896365244,2485069.0,Ariana Grande ,Canada
Yo ,896327393,503122.0,Ne,Canada
 Formula,895993911,367933.0,Labrinth ,Canada
 willow,895109334,425931.0,Taylor Swift ,Canada
 Problem,893580373,283816.0,Ariana Grande ,Canada
 Déjala Que Vuelva,893469683,218715.0,Piso 21 ,Canada
 California Gurls,893001745,782037.0,Katy Perry ,Canada
 No One,892694626,379200.0,Alicia Keys ,Canada
 Dancin,892468309,335776.0,Aaron Smith ,Canada
 Leave Before You Love Me,892227581,422003.0,Marshmello ,Canada
 BICHOTA,892201416,194949.0,KAROL G ,Canada
 El Perdón,892188022,207996.0,Nicky Jam ,Canada
 No Money,892071421,159336.0,Galantis ,Canada
 Safaera,891025342,188587.0,Bad Bunny ,Canada
 Una Noche en Medellín,890449235,499957.0,Cris Mj ,Canada
 FE!N,890317128,2409613.0,Travis Scott ,Canada
 Piano Man,890272167,381776.0,Billy Joel ,Canada
 Se Preparó,890001662,374132.0,Ozuna ,Canada
 you should see me in a crown,889814402,253074.0,Billie Eilish ,Canada
 Boy's a liar Pt. 2,889334624,623633.0,PinkPantheress ,Canada
 2055,888580866,766448.0,Sleepy Hallow ,Canada
 Bailando,888112417,331911.0,Enrique Iglesias ,Canada
 Bleeding Love,887179183,301831.0,Leona Lewis ,Canada
 Rise,887130184,160687.0,Jonas Blue ,Canada
 Jealous,887127424,990097.0,Eyedress ,Canada
 love nwantiti (ah ah ah),885938094,307820.0,CKay ,Canada
 Lost on You,885841897,492651.0,LP ,Canada
 Jackie Chan,885583892,142638.0,Tiësto ,Canada
 After Dark,885381768,412144.0,Mr.Kitty ,Canada
 Break from Toronto,885104889,686587.0,PARTYNEXTDOOR ,Canada
 Hold On,884609537,325012.0,Chord Overstreet ,Canada
 ME!,884543285,182419.0,Taylor Swift ,Canada
 Killer Queen,883049433,441285.0,Queen ,Canada
 Never Gonna Give You Up,882281482,524904.0,Rick Astley ,Canada
 Say My Name,882219006,675183.0,Destiny's Child ,Canada
 Pop Out,881945463,207697.0,Polo G ,Canada
 Everybody Talks,881374639,342276.0,Neon Trees ,Canada
 Kiss Me,878853269,875975.0,Sixpence None The Richer ,Canada
 I Knew You Were Trouble.,878438382,313209.0,Taylor Swift ,Canada
 Yandel 150,878391754,329587.0,Yandel ,Canada
 Tainted Love,877558823,608145.0,Soft Cell ,Canada
 Ivy,877539295,820935.0,Frank Ocean ,Canada
 More Than a Feeling,877490240,405793.0,Boston ,Canada
 Someone To You,877336570,358569.0,BANNERS ,Canada
 Maniac,876500641,306905.0,Conan Gray ,Canada
 WAIT FOR U,876174444,910368.0,Future ,Canada
 Heart Attack,876147023,508215.0,Demi Lovato ,Canada
 What You Know,874863479,436957.0,Two Door Cinema Club ,Canada
 Magnolia,874612977,376578.0,Playboi Carti ,Canada
 Blurred Lines,874573947,243880.0,Robin Thicke ,Canada
J ,873919494,343211.0,alt,Canada
 Those Eyes,873847424,815103.0,New West ,Canada
 I Won't Give Up,872227977,300519.0,Jason Mraz ,Canada
 You Right,872196060,339578.0,Doja Cat ,Canada
 Neverita,871641710,286769.0,Bad Bunny ,Canada
 Bitch Better Have My Money,871621001,206969.0,Rihanna ,Canada
 Day 'N' Nite,871387550,353965.0,Kid Cudi ,Canada
 About Damn Time,870447180,213011.0,Lizzo ,Canada
 I Like You (A Happier Song),869590805,332685.0,Post Malone ,Canada
 Chill Bill,868699124,209994.0,Rob $tone ,Canada
 Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],868608454,315154.0,Shakira ,Canada
 Steal My Girl,868319323,414314.0,One Direction ,Canada
 Like I Can,866489102,239694.0,Sam Smith ,Canada
 Better Together,865639880,416960.0,Jack Johnson ,Canada
 One Call Away,865424254,349668.0,Charlie Puth ,Canada
 Fair Trade,865105762,407291.0,Drake ,Canada
 3005,864513921,377883.0,Childish Gambino ,Canada
 Somebody Told Me,863924258,640470.0,The Killers ,Canada
 Whiskey Glasses,863884331,487775.0,Morgan Wallen ,Canada
 Hey Mama,862253765,205625.0,David Guetta ,Canada
 Escapism.,861948567,577933.0,RAYE ,Canada
 Never Be Like You,861611942,320429.0,Flume ,Canada
 Broccoli,861439045,142078.0,DRAM ,Canada
 The Motto,860708603,481732.0,Tiësto ,Canada
 LUNA,859239638,1972447.0,Feid ,Canada
 Boulevard of Broken Dreams,859071054,482537.0,Green Day ,Canada
 Lost Boy,858578515,185683.0,Ruth B. ,Canada
 Amanece,857892138,651284.0,Anuel AA ,Canada
 Play Date,857582279,251003.0,Melanie Martinez ,Canada
 Forgot About Dre,855954132,391057.0,Dr. Dre ,Canada
 Misery Business,854045001,470850.0,Paramore ,Canada
 Kill This Love,853098489,308241.0,BLACKPINK ,Canada
 Versace on the Floor,852552609,630966.0,Bruno Mars ,Canada
 family ties,852500807,476968.0,Baby Keem ,Canada
 Glad You Came,851536306,375251.0,The Wanted ,Canada
 Million Reasons,851035035,249226.0,Lady Gaga ,Canada
 Pareja Del Año,850109054,328702.0,Sebastian Yatra ,Canada
 Love Galore,849970255,418156.0,SZA ,Canada
 Strangers,849906873,773377.0,Kenya Grace ,Canada
 Borro Cassette,849814480,1030262.0,Maluma ,Canada
 Un Día (One Day),849425276,205623.0,J Balvin ,Canada
 First Class,848730768,213153.0,Jack Harlow ,Canada
 Shower,848668770,308233.0,Becky G ,Canada
 River,848305605,141114.0,Eminem ,Canada
 Whistle,848022161,321712.0,Flo Rida ,Canada
 It's the Most Wonderful Time of the Year,847630294,67605.0,Andy Williams ,Canada
 Can't Help Falling in Love,846573905,497676.0,Elvis Presley ,Canada
 comethru,846561065,215668.0,Jeremy Zucker ,Canada
 What Is Love,846390903,657459.0,Haddaway ,Canada
 Day 'N' Nite,846085321,318493.0,Kid Cudi ,Canada
 boyfriend,845477552,371701.0,Ariana Grande ,Canada
 Rich Flex,845001114,257139.0,Drake ,Canada
 Enchanted,844849233,338700.0,Taylor Swift ,Canada
 Si Veo a Tu Mamá,844447340,230560.0,Bad Bunny ,Canada
 Lonely,844173903,262737.0,Justin Bieber ,Canada
 Skinny Love,843820580,258062.0,Birdy ,Canada
 Love Story (Taylor’s Version),843376080,639887.0,Taylor Swift ,Canada
 Loco Contigo,843107454,207586.0,DJ Snake ,Canada
 Train Wreck,842508212,410505.0,James Arthur ,Canada
 Do It To It,841996858,311772.0,ACRAZE ,Canada
 All About That Bass,841928050,311024.0,Meghan Trainor ,Canada
 Love Me,841359943,774747.0,Lil Wayne ,Canada
 QUE PRETENDES,841199300,290809.0,J Balvin ,Canada
 Cool for the Summer,840416823,325331.0,Demi Lovato ,Canada
 Kids,839044728,387098.0,MGMT ,Canada
 Vaina Loca,839024336,166256.0,Ozuna ,Canada
 Oops!...I Did It Again,838658513,641062.0,Britney Spears ,Canada
 WHATS POPPIN,838344067,169488.0,Jack Harlow ,Canada
 BOP,838140955,168704.0,DaBaby ,Canada
 Sunset Lover,837105847,162630.0,Petit Biscuit ,Canada
 Gimme! Gimme! Gimme! (A Man After Midnight),836925669,624589.0,ABBA ,Canada
 Team,836046297,265780.0,Lorde ,Canada
 Clint Eastwood,835989836,382834.0,Gorillaz ,Canada
 Qué Más Pues?,835760065,241585.0,J Balvin ,Canada
 In The Stars,835413720,1143993.0,Benson Boone ,Canada
 Worth It,835123288,203240.0,Fifth Harmony ,Canada
 Therefore I Am,834706306,251547.0,Billie Eilish ,Canada
 Karma,833979894,401398.0,Taylor Swift ,Canada
 2U,833732028,92397.0,David Guetta ,Canada
 FAKE LOVE,833460330,283379.0,BTS ,Canada
 Party Monster,833348350,328024.0,The Weeknd ,Canada
 PERRO NEGRO,833306815,1117449.0,Bad Bunny ,Canada
 F**kin' Problems,833289887,229898.0,A$AP Rocky ,Canada
 Sail,833237530,189906.0,AWOLNATION ,Canada
 This Is Me,833137647,206795.0,Keala Settle ,Canada
 (Sittin' On) the Dock of the Bay,832968798,540125.0,Otis Redding ,Canada
 Don't Go Breaking My Heart,831918317,579755.0,Elton John ,Canada
" Sugar, We're Goin Down",831832693,321683.0,Fall Out Boy ,Canada
 Five More Hours,831768460,240674.0,Deorro ,Canada
 Jumpman,831162718,90081.0,Drake ,Canada
 Controlla,830918602,129492.0,Drake ,Canada
 CUFF IT,830213353,321729.0,Beyoncé ,Canada
 No Diggity,830169562,366742.0,Blackstreet ,Canada
 Teenage Dream,829780877,771287.0,Katy Perry ,Canada
182 ,828838289,474210.0,blink,Canada
 Malibu,828173957,137418.0,Miley Cyrus ,Canada
 Swervin,827875124,95068.0,A Boogie Wit da Hoodie ,Canada
 679,827863107,186666.0,Fetty Wap ,Canada
 Still into You,826589472,434094.0,Paramore ,Canada
 Love Me Again,826038820,1938939.0,V ,Canada
 Hold Me While You Wait,825348032,307930.0,Lewis Capaldi ,Canada
 All I Want,823896543,455847.0,Olivia Rodrigo ,Canada
 Dancing In the Dark,822869291,938616.0,Bruce Springsteen ,Canada
 The Man,822293716,459426.0,Taylor Swift ,Canada
 My Boo,822006071,700610.0,USHER ,Canada
 Island In The Sun,821469849,434772.0,Weezer ,Canada
 Pursuit Of Happiness (Nightmare),820896063,314484.0,Kid Cudi ,Canada
 MILLION DOLLAR BABY,820849602,2820589.0,Tommy Richman ,Canada
 A Thousand Miles,820651438,361372.0,Vanessa Carlton ,Canada
 Wants and Needs,820351946,221643.0,Drake ,Canada
 Impossible,820344107,334055.0,James Arthur ,Canada
 Somebody Else,819976425,296633.0,The 1975 ,Canada
 Airplanes,819600934,260864.0,B.o.B ,Canada
 Not Allowed,819167354,1088218.0,TV Girl ,Canada
 Beautiful Girls,819109248,385709.0,Sean Kingston ,Canada
 Columbia,819091529,866653.0,Quevedo ,Canada
 The Pretender,818746988,354445.0,Foo Fighters ,Canada
 Moral of the Story,818172650,542598.0,Ashe ,Canada
 Venom,817156742,217919.0,Eminem ,Canada
 Finesse,816698144,208209.0,Bruno Mars ,Canada
 Santeria,816642350,426822.0,Sublime ,Canada
 Total Eclipse of the Heart,816487900,601402.0,Bonnie Tyler ,Canada
 Burn,816198869,354266.0,Ellie Goulding ,Canada
 Is This Love,815795734,459181.0,Bob Marley & The Wailers ,Canada
 Prisoner,815718783,192505.0,Miley Cyrus ,Canada
 Love In The Dark,815678101,898079.0,Adele ,Canada
 The Sound of Silence,814989467,418914.0,Disturbed ,Canada
 Washing Machine Heart,814496723,713954.0,Mitski ,Canada
 Propuesta Indecente,813772198,825235.0,Romeo Santos ,Canada
 Mood Swings,813656830,573283.0,Pop Smoke ,Canada
 Renegades,813027460,291409.0,X Ambassadors ,Canada
 Volví,812466483,317184.0,Aventura ,Canada
 What About Us,812091073,233432.0,P!nk ,Canada
 Water,810437179,1442997.0,Tyla ,Canada
 Armed And Dangerous,810088479,228789.0,Juice WRLD ,Canada
 THE SCOTTS,809906140,164185.0,THE SCOTTS ,Canada
 Electric Feel,809826784,620957.0,MGMT ,Canada
 The Ocean,809821182,85816.0,Mike Perry ,Canada
 Welcome to the Black Parade,809423486,340672.0,My Chemical Romance ,Canada
 West Coast,809152282,911937.0,Lana Del Rey ,Canada
 P.I.M.P.,807704031,457881.0,50 Cent ,Canada
 Escápate Conmigo,807489063,150360.0,Wisin ,Canada
 Perfect Duet (Ed Sheeran & Beyoncé),806838459,79674.0,Ed Sheeran ,Canada
 wish you were gay,806529038,173061.0,Billie Eilish ,Canada
 A Tu Merced,806176090,199676.0,Bad Bunny ,Canada
 Yummy,805959404,124651.0,Justin Bieber ,Canada
 exile,805750194,471832.0,Taylor Swift ,Canada
 I Hate Everything About You,805391677,608897.0,Three Days Grace ,Canada
 Ella Quiere Beber,804798200,209412.0,Anuel AA ,Canada
 Calling My Phone,804728968,278763.0,Lil Tjay ,Canada
 Please Please Please,804408292,4525181.0,Sabrina Carpenter ,Canada
 Look Back at It,803934628,415426.0,A Boogie Wit da Hoodie ,Canada
 Hate It Or Love It,803769481,412141.0,The Game ,Canada
 I Remember Everything,803241813,1489626.0,Zach Bryan ,Canada
 Scream & Shout,802953468,342548.0,will.i.am ,Canada
 Holy,802825752,137115.0,Justin Bieber ,Canada
 Apologize,802481794,242646.0,OneRepublic ,Canada
 Linger,801676407,1338621.0,The Cranberries ,Canada
 Torn,801531299,697644.0,Natalie Imbruglia ,Canada
 I Don't Fuck With You,801330812,236390.0,Big Sean ,Canada
 I'm Gonna Be (500 Miles),801122916,463110.0,The Proclaimers ,Canada
 Devil Eyes,801065632,274074.0,Hippie Sabotage ,Canada
 Duality,800678974,515239.0,Slipknot ,Canada
 Sin Pijama,800236891,133088.0,Becky G ,Canada
 Skyfall,800154458,1373223.0,Adele ,Canada
 Normal,799826659,641633.0,Feid ,Canada
 Lost In Japan,799158989,126136.0,Shawn Mendes ,Canada
 Only Love Can Hurt Like This,798989720,352241.0,Paloma Faith ,Canada
 Love Sosa,798036680,415372.0,Chief Keef ,Canada
 California Love,796540277,528044.0,2Pac ,Canada
 Pon de Replay,796435979,449667.0,Rihanna ,Canada
 LA INOCENTE,795692176,538217.0,Mora ,Canada
 Walking On Sunshine,794929320,391161.0,Katrina & The Waves ,Canada
 Chicago Freestyle,794860722,311289.0,Drake ,Canada
 Mr. Jones,794529086,499974.0,Counting Crows ,Canada
 Walk It Talk It,793730932,158052.0,Migos ,Canada
 Hear Me Now,793161167,224249.0,Alok ,Canada
 Let It Go,792855212,389543.0,Idina Menzel ,Canada
 Goosebumps,792357980,187912.0,Travis Scott ,Canada
 American Boy,792008403,374695.0,Estelle ,Canada
 FEFE,791806418,127132.0,6ix9ine ,Canada
 ...Ready For It?,790294569,470001.0,Taylor Swift ,Canada
 Down with the Sickness,790082435,449257.0,Disturbed ,Canada
 Wildest Dreams (Taylor's Version),789906684,441442.0,Taylor Swift ,Canada
 Whoopty,789869286,191775.0,CJ ,Canada
 Save That Shit,789425097,249958.0,Lil Peep ,Canada
 How Deep Is Your Love,788710222,418324.0,Bee Gees ,Canada
 Not Like Us,788382981,2404319.0,Kendrick Lamar ,Canada
 Con Altura,788068472,211870.0,ROSALÍA ,Canada
 Wasted On You,787308742,522894.0,Morgan Wallen ,Canada
 Tiny Dancer,787090087,346836.0,Elton John ,Canada
 Marvin Gaye,787044115,175105.0,Charlie Puth ,Canada
 Hate Me,786280005,283383.0,Ellie Goulding ,Canada
 Swimming Pools (Drank),786211004,453115.0,Kendrick Lamar ,Canada
 PRIDE.,786150101,809479.0,Kendrick Lamar ,Canada
 Chanel,785166203,329799.0,Frank Ocean ,Canada
 The Spins,785054142,878500.0,Mac Miller ,Canada
 Tarot,784757889,303336.0,Bad Bunny ,Canada
 Can I Be Him,784576125,372247.0,James Arthur ,Canada
 Moonlight,784566131,771246.0,Kali Uchis ,Canada
 Dust in the Wind,783794478,354826.0,Kansas ,Canada
 Out of My League,783663477,590158.0,Fitz and The Tantrums ,Canada
 Solo Dance,783063792,92127.0,Martin Jensen ,Canada
 Tal Vez,783042405,295859.0,Paulo Londra ,Canada
 Since U Been Gone,782640110,565218.0,Kelly Clarkson ,Canada
 AMARGURA,782570498,1252527.0,KAROL G ,Canada
 Roxanne,782514406,485886.0,The Police ,Canada
 Miénteme,782316644,577164.0,TINI ,Canada
 Wind Of Change,781920493,915003.0,Scorpions ,Canada
 South of the Border,781701908,134025.0,Ed Sheeran ,Canada
 Take A Bow,781155728,250915.0,Rihanna ,Canada
 Chamber Of Reflection,781154682,581185.0,Mac DeMarco ,Canada
 Secreto,780946093,206099.0,Anuel AA ,Canada
 Immigrant Song,780186647,313179.0,Led Zeppelin ,Canada
 Pink Venom,779084730,372163.0,BLACKPINK ,Canada
 SOS,778881366,161712.0,Avicii ,Canada
 Wake Me up When September Ends,778680553,454525.0,Green Day ,Canada
 Superhero (Heroes & Villains) [with Future & Chris Brown],778136450,696347.0,Metro Boomin ,Canada
 Te vi,777407874,243163.0,Micro TDH ,Canada
182 ,777374464,463043.0,blink,Canada
 Teenage Fever,776781867,391134.0,Drake ,Canada
 Runaway,775544439,590270.0,Kanye West ,Canada
 Sofia,775083518,386689.0,Clairo ,Canada
 Desconocidos,774894828,251211.0,Mau y Ricky ,Canada
 Too Many Nights,774132260,825898.0,Metro Boomin ,Canada
 Don't,773893174,136338.0,Ed Sheeran ,Canada
 Paper Planes,773767286,300178.0,M.I.A. ,Canada
 QUE VUELVAS,773690152,1036659.0,Grupo Frontera ,Canada
 Heart,773658399,599558.0,Nirvana ,Canada
 Juicy,773020554,361870.0,The Notorious B.I.G. ,Canada
 Love Me Again,772812635,386886.0,John Newman ,Canada
 I Wonder,772800068,550259.0,Kanye West ,Canada
 Love Someone,772734236,156977.0,Lukas Graham ,Canada
 Made You Look,772536414,621746.0,Meghan Trainor ,Canada
 Dani California,772115420,329371.0,Red Hot Chili Peppers ,Canada
 Ambitionz Az A Ridah,771683023,278551.0,2Pac ,Canada
 House of Memories,771498512,364249.0,Panic! At The Disco ,Canada
 Caroline,771289906,111123.0,Aminé ,Canada
 Shout Out to My Ex,771028362,142791.0,Little Mix ,Canada
 Mistletoe,770970642,76233.0,Justin Bieber ,Canada
 Come Together,770072203,319304.0,The Beatles ,Canada
 Hold On,770061282,154391.0,Justin Bieber ,Canada
 Wagon Wheel,769334694,464178.0,Darius Rucker ,Canada
 Sprinter,768873374,637133.0,Dave ,Canada
 All I Want,768847035,487824.0,Olivia Rodrigo ,Canada
 Don't Speak,768533020,538807.0,No Doubt ,Canada
 Thnks fr th Mmrs,767753249,439617.0,Fall Out Boy ,Canada
 Cradles,767038114,320188.0,Sub Urban ,Canada
 Friday I'm In Love,766826698,373092.0,The Cure ,Canada
 What A Time,766352192,261849.0,Julia Michaels ,Canada
 Bye Bye Bye,766218771,2538110.0,*NSYNC ,Canada
 Swim,766062981,618204.0,Chase Atlantic ,Canada
 Alone,765672148,257562.0,Alan Walker ,Canada
 American Pie,765628926,343817.0,Don McLean ,Canada
 STARGAZING,765480499,211188.0,Travis Scott ,Canada
 Rich Girl,765446604,1027752.0,Daryl Hall & John Oates ,Canada
 Ain't Nobody (Loves Me Better),765316503,255225.0,Felix Jaehn ,Canada
 m.A.A.d city,764910916,233750.0,Kendrick Lamar ,Canada
 Party Girl,764808537,356979.0,StaySolidRocky ,Canada
 Que Onda,763342957,1176426.0,Calle 24 ,Canada
 No Surprises,762950566,733445.0,Radiohead ,Canada
 One Step Closer,762659948,1039602.0,Linkin Park ,Canada
 WHERE SHE GOES,762602390,335228.0,Bad Bunny ,Canada
 Me And My Broken Heart,761833056,223698.0,Rixton ,Canada
 Baby Shark,761754036,448740.0,Pinkfong ,Canada
 Knife Talk,761725370,240809.0,Drake ,Canada
 Lovin On Me,761713101,670794.0,Jack Harlow ,Canada
 Knockin' On Heaven's Door,761481699,426952.0,Guns N' Roses ,Canada
 Sky,761402653,514311.0,Playboi Carti ,Canada
 Boys Don't Cry,761013828,431006.0,The Cure ,Canada
 Yo Perreo Sola,760923231,124760.0,Bad Bunny ,Canada
 (I Can't Get No) Satisfaction,760624652,409824.0,The Rolling Stones ,Canada
 Jealous,759844292,149361.0,Labrinth ,Canada
 La Diabla,759195952,851446.0,Xavi ,Canada
 Saturday Nights,759187307,172389.0,Khalid ,Canada
 Reggaetón Lento (Bailemos),759012612,294245.0,CNCO ,Canada
 Beautiful Mistakes,758764204,285040.0,Maroon 5 ,Canada
" Bitch, Don’t Kill My Vibe",758553789,299971.0,Kendrick Lamar ,Canada
 Beautiful,758429352,151264.0,Bazzi ,Canada
 Little Lion Man,758427114,285004.0,Mumford & Sons ,Canada
 Whats Poppin,757696478,121155.0,Jack Harlow ,Canada
 Pump It,755746429,511979.0,Black Eyed Peas ,Canada
 Faint,755534689,1178935.0,Linkin Park ,Canada
 I Still Haven't Found What I'm Looking For,755395721,346919.0,U2 ,Canada
 Party Rock Anthem,754909600,406635.0,LMFAO ,Canada
 Maneater,754754103,795899.0,Nelly Furtado ,Canada
 Alright,754655226,445338.0,Kendrick Lamar ,Canada
 F.N,754521936,226976.0,Lil Tjay ,Canada
 Nights,754475740,403828.0,Frank Ocean ,Canada
 Party,754211871,230593.0,Bad Bunny ,Canada
 Drive By,753781089,637014.0,Train ,Canada
 X Gon' Give It To Ya,753445918,223901.0,DMX ,Canada
 Your Love (9PM),752785354,316599.0,ATB ,Canada
 LADY GAGA,752558467,609742.0,Peso Pluma ,Canada
 Telephone,752429194,447090.0,Lady Gaga ,Canada
 Panini,751989777,94258.0,Lil Nas X ,Canada
 Hold Back The River,751886163,236716.0,James Bay ,Canada
 Lovely Day,751707309,879677.0,Bill Withers ,Canada
 How Far I'll Go,751587335,103714.0,Alessia Cara ,Canada
 Sweet Caroline,751562823,384428.0,Neil Diamond ,Canada
 Wish You Were Here,751440979,326870.0,Pink Floyd ,Canada
 Hurricane,751357973,282535.0,Luke Combs ,Canada
 Smooth Criminal,751080685,401506.0,Michael Jackson ,Canada
 Put Your Records On,750885739,841795.0,Corinne Bailey Rae ,Canada
 Lavender Haze,750463859,310522.0,Taylor Swift ,Canada
 Cheap Thrills,750321259,374355.0,Sia ,Canada
 Savior,750301132,444047.0,Rise Against ,Canada
 Freestyle,749677508,403196.0,Lil Baby ,Canada
 A Bar Song (Tipsy),749292375,3516596.0,Shaboozey ,Canada
 Ahora Te Puedes Marchar,749282932,442898.0,Luis Miguel ,Canada
 Good Riddance (Time of Your Life),749162642,781342.0,Green Day ,Canada
 Supalonely,748682373,91142.0,BENEE ,Canada
 Down,747533943,438514.0,Jay Sean ,Canada
 La Jumpa,747387626,297345.0,Arcángel ,Canada
 Plain Jane,747300315,119196.0,A$AP Ferg ,Canada
 Little Do You Know,747126155,155763.0,Alex & Sierra ,Canada
 It's Time,746819739,245833.0,Imagine Dragons ,Canada
 This Could Be Us,746754241,253213.0,Rae Sremmurd ,Canada
 Ain't No Rest For The Wicked,746399090,470264.0,Cage The Elephant ,Canada
 Talk Dirty,745878968,398305.0,Jason Derulo ,Canada
 Die Young,745458776,360307.0,Kesha ,Canada
 T.N.T.,745298385,413357.0,AC/DC ,Canada
 Monster,745103952,442219.0,Skillet ,Canada
 Paradise,744966952,144262.0,MEDUZA ,Canada
 Si No Estás,744571461,737257.0,iñigo quintero ,Canada
 snowfall,744371488,898408.0,Øneheart ,Canada
 We Are The Champions,744059197,315288.0,Queen ,Canada
 Born To Die,743962373,587951.0,Lana Del Rey ,Canada
 The London,743956860,171464.0,Young Thug ,Canada
 Pure Water,743945301,182376.0,Mustard ,Canada
 pick up the phone,743934323,188064.0,Young Thug ,Canada
 Life is a Highway,743850755,391867.0,Rascal Flatts ,Canada
 Free Fallin',743558389,315638.0,Tom Petty ,Canada
 In the Air Tonight,743269443,479914.0,Phil Collins ,Canada
 All Time Low,743164062,109705.0,Jon Bellion ,Canada
 Life Goes On,742545085,213017.0,BTS ,Canada
 Fancy,742416204,226615.0,Iggy Azalea ,Canada
 TE MUDASTE,741247349,181042.0,Bad Bunny ,Canada
 Remember the Name,741158305,281350.0,Fort Minor ,Canada
 Disturbia,740883396,418257.0,Rihanna ,Canada
 Te Felicito,740741588,196999.0,Shakira ,Canada
 Feel This Moment,740711165,522035.0,Pitbull ,Canada
 Adicto,740423261,310718.0,Tainy ,Canada
 Supermarket Flowers,740285205,188466.0,Ed Sheeran ,Canada
 Killing Me Softly With His Song,739798515,382261.0,Fugees ,Canada
 Noticed,739469850,135825.0,Lil Mosey ,Canada
 11 PM,739322475,289587.0,Maluma ,Canada
 Gimme More,738907557,889746.0,Britney Spears ,Canada
 Chicken Fried,738609510,631955.0,Zac Brown Band ,Canada
 Reality,738555508,374751.0,Lost Frequencies ,Canada
 Lucky,738418148,195529.0,Jason Mraz ,Canada
 OUT WEST,738158272,242239.0,JACKBOYS ,Canada
 Landslide,737920286,397256.0,Fleetwood Mac ,Canada
 CÓMO SE SIENTE,737746182,336177.0,JHAYCO ,Canada
 Lamento Boliviano,737651411,436736.0,Los Enanitos Verdes ,Canada
 El Azul,737364729,548798.0,Junior H ,Canada
 You Belong With Me (Taylor’s Version),736499138,631359.0,Taylor Swift ,Canada
 La Difícil,736402126,135851.0,Bad Bunny ,Canada
 Where Have You Been,736174030,307232.0,Rihanna ,Canada
 GDFR,735687150,156676.0,Flo Rida ,Canada
 You Proof,734979690,638711.0,Morgan Wallen ,Canada
 Hola,734138942,285324.0,Dalex ,Canada
 Is There Someone Else?,733994572,624951.0,The Weeknd ,Canada
 Me Gustas Tu,733455927,610833.0,Manu Chao ,Canada
 I Will Always Love You,733149409,540475.0,Whitney Houston ,Canada
 Pa Mí,732801469,152910.0,Dalex ,Canada
 All Along the Watchtower,732678387,225751.0,Jimi Hendrix ,Canada
 Take You Dancing,732036608,166938.0,Jason Derulo ,Canada
 Doja,731319461,424024.0,Central Cee ,Canada
 ME!,730859004,320741.0,Taylor Swift ,Canada
 Black Hole Sun,730509839,431959.0,Soundgarden ,Canada
 After Party,730456741,303244.0,Don Toliver ,Canada
 YKWIM?,730320461,545614.0,Yot Club ,Canada
 Borderline,730303483,565171.0,Tame Impala ,Canada
 The Man Who Can't Be Moved,730269013,863117.0,The Script ,Canada
 Fire On Fire,730163008,355476.0,Sam Smith ,Canada
 Homecoming,729719222,470451.0,Kanye West ,Canada
 Warriors,729517746,219209.0,Imagine Dragons ,Canada
 Volando,729232824,235420.0,Mora ,Canada
 Doin' Time,729171001,415362.0,Lana Del Rey ,Canada
 Brooklyn Baby,728973058,710321.0,Lana Del Rey ,Canada
